# The apartment block, extracted from Creator Store model 8914897052.
#
# Pipe-separated so it stays diffable and hand-editable; build_place.py turns it
# into ReplicatedStorage.ApartmentTemplate and PlotService clones one per base.
# Extracted rather than referenced because a Studio-inserted model only survives
# a rebuild if it lives in assets/map.rbxlx, and hand-placing seven of these --
# then re-exporting the whole 18MB map every time one moves -- is not a pipeline.
#
# Coordinates are RELATIVE to the centre of the footprint at ground level, so
# placing one is "put it where the base is" with no offset arithmetic.
#
# class|name|size|pos|rot(9)|color|material|transparency|meshId|textureId|nativeSize
#
# nativeSize matters: a MeshPart draws its mesh at Size/InitialSize, so emitting
# a mesh without its TRUE intrinsic size inflates it by that ratio. Most of these
# are unscaled, but 5635562380 is authored at 60x18x84 and used at 50x15x70.
MeshPart|MeshPart|5.000,31.500,4.000|22.050,78.750,-36.250|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
Part|Part|0.050,6.000,1.000|20.875,7.000,-16.120|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|27,42,53|Glass|0.00|||
MeshPart|MeshPart|0.200,6.000,1.200|20.900,7.000,-16.120|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|91,93,105|Metal|0.00|5635621534||0.240,7.200,1.440
Part|Part|44.200,2.960,0.230|21.760,1.480,10.415|-0.0000,0.0000,1.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,-0.0000|104,103,96|Concrete|0.00|||
MeshPart|MeshPart|47.650,11.499,64.350|-0.825,37.750,2.425|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5639184941||47.650,11.499,64.350
MeshPart|MeshPart|47.450,11.499,64.150|-0.925,37.750,2.325|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|27,42,53|Glass|0.00|5639185011||47.450,11.499,64.150
MeshPart|MeshPart|51.900,15.000,70.000|-2.400,39.000,0.450|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|199,198,192|Concrete|0.00|5639185119||51.900,15.000,70.000
MeshPart|MeshPart|47.650,11.499,64.350|-0.825,52.750,2.425|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5639184941||47.650,11.499,64.350
MeshPart|MeshPart|47.450,11.499,64.150|-0.925,52.750,2.325|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|27,42,53|Glass|0.00|5639185011||47.450,11.499,64.150
MeshPart|MeshPart|51.900,15.000,70.000|-2.400,54.000,0.450|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|199,198,192|Concrete|0.00|5639185119||51.900,15.000,70.000
MeshPart|MeshPart|47.650,11.499,64.350|-0.825,67.750,2.425|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5639184941||47.650,11.499,64.350
MeshPart|MeshPart|47.450,11.499,64.150|-0.925,67.750,2.325|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|27,42,53|Glass|0.00|5639185011||47.450,11.499,64.150
MeshPart|MeshPart|51.900,15.000,70.000|-2.400,69.000,0.450|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|199,198,192|Concrete|0.00|5639185119||51.900,15.000,70.000
MeshPart|MeshPart|47.650,11.499,64.350|-0.825,22.750,2.425|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5639184941||47.650,11.499,64.350
MeshPart|MeshPart|47.450,11.499,64.150|-0.925,22.750,2.325|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|27,42,53|Glass|0.00|5639185011||47.450,11.499,64.150
MeshPart|MeshPart|51.900,15.000,70.000|-2.400,24.000,0.450|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|199,198,192|Concrete|0.00|5639185119||51.900,15.000,70.000
Part|Part|7.150,2.000,1.000|27.075,1.000,-11.220|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|153,149,140|Concrete|0.00|||
Part|Part|9.800,3.100,25.630|25.750,1.550,-24.535|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|153,149,140|Concrete|0.00|||
Part|Part|7.150,1.000,1.000|27.075,0.500,-10.220|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|153,149,140|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|22.500,12.500,10.580|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|22.500,6.500,10.580|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|22.500,0.500,10.580|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|22.500,12.500,31.980|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|22.500,6.500,31.980|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|22.500,0.500,31.980|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|22.500,12.500,21.080|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|22.500,6.500,21.080|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|22.500,0.500,21.080|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|48.000,1.700,1.800|-3.350,13.850,34.580|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|2.000,1.000,2.000|22.500,12.500,0.180|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|Column|1.500,11.000,1.500|22.500,6.500,0.180|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5632486531|5632487280|1.500,11.000,1.500
Part|Part|2.000,1.000,2.000|22.500,0.500,0.180|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
Part|Part|0.100,8.000,9.000|20.850,7.000,-29.120|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|108,111,125|Metal|0.00|||
MeshPart|MeshPart|0.560,1.200,2.300|21.170,7.200,-28.870|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Metal|0.00|5638833783||0.560,1.200,2.300
UnionOperation|Union|48.000,2.000,0.900|-3.350,15.700,35.869|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|104,103,96|Concrete|0.00|||
MeshPart|MeshPart|0.672,1.440,1.080|21.186,7.180,-15.390|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Metal|0.00|5635621629||0.672,1.440,1.080
MeshPart|MeshPart|0.100,8.000,5.000|20.850,7.000,-17.120|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|91,93,105|Metal|0.00|5635569879||0.120,9.600,6.000
MeshPart|MeshPart|5.000,31.500,4.000|-28.150,78.750,34.450|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|5.000,31.500,4.000|22.050,47.250,-36.250|-1.0000,0.0000,-0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,-1.0000|163,162,165|Plastic|0.00|5635278610||5.000,31.500,4.000
MeshPart|MeshPart|8.000,13.000,0.200|-6.350,6.500,33.280|1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,-0.0000,0.0000,1.0000|91,93,105|Metal|0.00|5635736066||8.000,13.000,0.200
Part|Part|10.000,0.250,0.250|-6.600,6.300,33.730|0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,-0.0000|163,162,165|Metal|0.00|||
Part|Part|0.400,0.250,0.250|-6.600,10.200,33.530|0.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,1.0000,0.0000,-0.0000|163,162,165|Metal|0.00|||
Part|Part|0.400,0.250,0.250|-6.600,2.400,33.530|0.0000,0.0000,1.0000,0.0000,-1.0000,0.0000,1.0000,0.0000,-0.0000|163,162,165|Metal|0.00|||
